Subject,Relation,Object 
సంజయ్ గాంధీ,దూరమయ్యింది,ఆమెకు
1983 అలీనోద్యమ,నిర్వహించారు,సమావేశాన్ని భారతదేశంలో
కామన్ ‌వెల్త్,నిర్వహించారు,సమావేశాన్ని భారతదేశంలో
భారత దేశ,ఉంచింది,దీని ప్రపంచంలో స్థానంలో
ఆమె మరణం,ప్రకటించింది,హింస పత్రికల్లో
బాడీ గార్డులూ,సిక్కులే,ఆమెను
1984లో స్వర్ణదేవాలయంలో,హతమార్చింది,సైనికులను బ్లూస్టార్
చివరికదే ప్రాణాలకు,తెచ్చింది,ముప్పు
1984 అక్టోబర్,బలైపోయింది,తుపాకి గుళ్ళకు
లకు వీరుల,కారణమైంది,నిరసనలకు
చిత్రపటాలను సిక్కు,ప్రచురించారు,మతవిశ్వాసాల
పరిణామంతో ఆక్‌లాండ్‌లోని,ఏర్పడింది,మతస్థుల్లో
గ్యాలప్ పోల్,పొందింది,అభిమానాన్ని
అక్టోబరు 31న,జరుపుకుంటున్నాము,దినోత్సవంగా
సంవత్సరాలపాటు ప్రధాన,పరిపాలించింది,దేశాన్ని
హయంలో రాజభరణాల,పాలైంది,దేవాలయంలో
బ్లూస్టార్ చర్య,బలైంది,అంగరక్షకుల తుపాకి గుళ్ళకు
సంజయ్ గాంధీని,ఎదుర్కొంది,రాజకీయాలలో కాలంలో విమర్శలను
సంజయ్ రాజకీయ,మరణించాడు,వారసుడిగా ప్రమాదంలో
1981 ఫిబ్రవరిలో,ప్రవేశించాడు,రాజకీయాలలో
ఇందిర హత్య,సృష్టించాడు,రాజీవ్
బోఫోర్స్ కేసులో,ఓటమిపాలైనాడు,ఎన్నికలలో
1991 మేలో,కోల్పోయాడు,దాడిలో ప్రాణాలు
రాజీవ్ గాంధీ,పి,సోనియా పదవిలో
కూటమితో కల్సి,గెలిపించింది,పార్టీని
రాజీవ్ గాంధీ,ప్రవేశించారు,రాజకీయాలలో
సంజయ్ గాంధీ,గెంటివేయబడింది,ఇంటి
ఇందిరా గాంధీ,1,భారతదేశంలో వ్యవస్థల పతనానికి
కలకడ చిత్తూరు,గ్రామం,జిల్లాకు
డిగ్రీలు వైద్యులు,ఉన్నాయి,కలిగిన
బోరు బావుల,వినియోగిస్తున్నారు,నీటిని
